locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBKIICBG_03122	gene	552	ycdY			
MBKIICBG_03122	CDS	552	ycdY		COG3381	Chaperone protein YcdY
MBKIICBG_03123	gene	738	ycdX			
MBKIICBG_03123	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
MBKIICBG_03124	gene	939	ghrA_2			
MBKIICBG_03124	CDS	939	ghrA_2	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
MBKIICBG_03125	gene	88				
MBKIICBG_03125	tRNA	88				tRNA-Ser(gga)
MBKIICBG_03126	gene	906	dmlR_18			
MBKIICBG_03126	CDS	906	dmlR_18			HTH-type transcriptional regulator DmlR
MBKIICBG_03127	gene	861				
MBKIICBG_03127	CDS	861				hypothetical protein
MBKIICBG_03128	gene	678	ycaC			
MBKIICBG_03128	CDS	678	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
MBKIICBG_03129	gene	88				
MBKIICBG_03129	tRNA	88				tRNA-Ser(gga)
MBKIICBG_03130	gene	645	dsbA_1			
MBKIICBG_03130	CDS	645	dsbA_1		COG0526	Thiol:disulfide interchange protein DsbA
MBKIICBG_03131	gene	789	phoH			
MBKIICBG_03131	CDS	789	phoH		COG1702	Protein PhoH
MBKIICBG_03132	gene	1284	efeB			
MBKIICBG_03132	CDS	1284	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
MBKIICBG_03133	gene	1128	efeO			
MBKIICBG_03133	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
MBKIICBG_03134	gene	831	efeU			
MBKIICBG_03134	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
MBKIICBG_03135	gene	1218	nupC_2			
MBKIICBG_03135	CDS	1218	nupC_2		COG1972	Nucleoside permease NupC
MBKIICBG_03136	gene	435				
MBKIICBG_03136	CDS	435				hypothetical protein
MBKIICBG_03137	gene	1509	putP			
MBKIICBG_03137	CDS	1509	putP		COG0591	Sodium/proline symporter
MBKIICBG_03138	gene	3963	putA			
MBKIICBG_03138	CDS	3963	putA		COG0506	Bifunctional protein PutA
MBKIICBG_03139	gene	396				
MBKIICBG_03139	CDS	396				hypothetical protein
MBKIICBG_03140	gene	639	rutR			
MBKIICBG_03140	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
MBKIICBG_03141	gene	1092	rutA			
MBKIICBG_03141	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
MBKIICBG_03142	gene	711	rutB_1			
MBKIICBG_03142	CDS	711	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MBKIICBG_03143	gene	393	rutC_2			
MBKIICBG_03143	CDS	393	rutC_2	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
MBKIICBG_03144	gene	804	rutD			
MBKIICBG_03144	CDS	804	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
MBKIICBG_03145	gene	591	rutE			
MBKIICBG_03145	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
MBKIICBG_03146	gene	495	rutF			
MBKIICBG_03146	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
MBKIICBG_03147	gene	1323	rutG			
MBKIICBG_03147	CDS	1323	rutG		COG2233	Putative pyrimidine permease RutG
MBKIICBG_03148	gene	939				
MBKIICBG_03148	CDS	939				hypothetical protein
MBKIICBG_03149	gene	597	wrbA			
MBKIICBG_03149	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
MBKIICBG_03150	gene	228	yccJ			
MBKIICBG_03150	CDS	228	yccJ			putative protein YccJ
MBKIICBG_03151	gene	1248	agp_1			
MBKIICBG_03151	CDS	1248	agp_1	3.1.3.10		Glucose-1-phosphatase
MBKIICBG_03152	gene	450				
MBKIICBG_03152	CDS	450				hypothetical protein
MBKIICBG_03153	gene	789				
MBKIICBG_03153	CDS	789				hypothetical protein
MBKIICBG_03154	gene	222				
MBKIICBG_03154	CDS	222				hypothetical protein
MBKIICBG_03155	gene	123				
MBKIICBG_03155	CDS	123				hypothetical protein
MBKIICBG_03156	gene	1392	puuP			
MBKIICBG_03156	CDS	1392	puuP		COG0531	Putrescine importer PuuP
MBKIICBG_03157	gene	1422	puuA			
MBKIICBG_03157	CDS	1422	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
MBKIICBG_03158	gene	765	puuD			
MBKIICBG_03158	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
MBKIICBG_03159	gene	558	puuR			
MBKIICBG_03159	CDS	558	puuR			HTH-type transcriptional regulator PuuR
MBKIICBG_03160	gene	1488	puuC			
MBKIICBG_03160	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
MBKIICBG_03161	gene	1281	puuB_1			
MBKIICBG_03161	CDS	1281	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MBKIICBG_03162	gene	942	dmlR_19			
MBKIICBG_03162	CDS	942	dmlR_19			HTH-type transcriptional regulator DmlR
MBKIICBG_03163	gene	1086	dmlA			
MBKIICBG_03163	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
MBKIICBG_03164	gene	1608	caiT			
MBKIICBG_03164	CDS	1608	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
MBKIICBG_03165	gene	1125	yeaW			
MBKIICBG_03165	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
MBKIICBG_03166	gene	1449	gabD_1			
MBKIICBG_03166	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
MBKIICBG_03167	gene	966	yeaX_2			
MBKIICBG_03167	CDS	966	yeaX_2	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
MBKIICBG_03168	gene	189				
MBKIICBG_03168	CDS	189				hypothetical protein
MBKIICBG_03169	gene	288				
MBKIICBG_03169	CDS	288				hypothetical protein
MBKIICBG_03170	gene	621	pdeG			
MBKIICBG_03170	CDS	621	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
MBKIICBG_03171	gene	88				
MBKIICBG_03171	tRNA	88				tRNA-Ser(tga)
MBKIICBG_03172	gene	1653	oppA_2			
MBKIICBG_03172	CDS	1653	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
MBKIICBG_03173	gene	660	yccA			
MBKIICBG_03173	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
MBKIICBG_03174	gene	330	tusE			
MBKIICBG_03174	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
MBKIICBG_03175	gene	282	yccX			
MBKIICBG_03175	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
MBKIICBG_03176	gene	789	appY			
MBKIICBG_03176	CDS	789	appY		COG2207	HTH-type transcriptional regulator AppY
MBKIICBG_03177	gene	555				
MBKIICBG_03177	CDS	555				hypothetical protein
MBKIICBG_03178	gene	1203	rlmI			
MBKIICBG_03178	CDS	1203	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
MBKIICBG_03179	gene	318	hspQ			
MBKIICBG_03179	CDS	318	hspQ		COG3785	Heat shock protein HspQ
MBKIICBG_03180	gene	414	yccU			
MBKIICBG_03180	CDS	414	yccU		COG1832	putative protein YccU
MBKIICBG_03181	gene	474	mgsA			
MBKIICBG_03181	CDS	474	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
MBKIICBG_03182	gene	2055	helD			
MBKIICBG_03182	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
MBKIICBG_03183	gene	447	yccF			
MBKIICBG_03183	CDS	447	yccF		COG3304	Inner membrane protein YccF
MBKIICBG_03184	gene	2136	yccS			
MBKIICBG_03184	CDS	2136	yccS		COG1289	Inner membrane protein YccS
MBKIICBG_03185	gene	597	sxy			
MBKIICBG_03185	CDS	597	sxy		COG3070	Protein Sxy
MBKIICBG_03186	gene	510	sulA			
MBKIICBG_03186	CDS	510	sulA		COG5404	Cell division inhibitor SulA
MBKIICBG_03187	gene	1071	ompA_2			
MBKIICBG_03187	CDS	1071	ompA_2		COG2885	Outer membrane protein A
MBKIICBG_03188	gene	453	matP			
MBKIICBG_03188	CDS	453	matP		COG3120	Macrodomain Ter protein
MBKIICBG_03189	gene	1758	lon_1			
MBKIICBG_03189	CDS	1758	lon_1	3.4.21.53		Lon protease
MBKIICBG_03190	gene	519	fabA			
MBKIICBG_03190	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
MBKIICBG_03191	gene	564	pqiC			
MBKIICBG_03191	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
MBKIICBG_03192	gene	1638	pqiB			
MBKIICBG_03192	CDS	1638	pqiB		COG3008	Intermembrane transport protein PqiB
MBKIICBG_03193	gene	1269	pqiA			
MBKIICBG_03193	CDS	1269	pqiA		COG2995	Intermembrane transport protein PqiA
MBKIICBG_03194	gene	1908	uup			
MBKIICBG_03194	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
MBKIICBG_03195	gene	2106	rlmL			
MBKIICBG_03195	CDS	2106	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
MBKIICBG_03196	gene	1110	ycbX			
MBKIICBG_03196	CDS	1110	ycbX		COG0633	putative protein YcbX
MBKIICBG_03197	gene	543	zapC			
MBKIICBG_03197	CDS	543	zapC			Cell division protein ZapC
MBKIICBG_03198	gene	1011	pyrD			
MBKIICBG_03198	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
MBKIICBG_03199	gene	576	ssuE			
MBKIICBG_03199	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
MBKIICBG_03200	gene	963	ssuA_3			
MBKIICBG_03200	CDS	963	ssuA_3			Putative aliphatic sulfonates-binding protein
MBKIICBG_03201	gene	1146	ssuD			
MBKIICBG_03201	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
MBKIICBG_03202	gene	792	ssuC_1			
MBKIICBG_03202	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MBKIICBG_03203	gene	774	ssuB_3			
MBKIICBG_03203	CDS	774	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
MBKIICBG_03204	gene	2616	pepN			
MBKIICBG_03204	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
MBKIICBG_03205	gene	1239	pncB			
MBKIICBG_03205	CDS	1239	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
MBKIICBG_03206	gene	1167	hipO_3			
MBKIICBG_03206	CDS	1167	hipO_3	3.5.1.32	COG1473	Hippurate hydrolase
MBKIICBG_03207	gene	1239	amaB_2			
MBKIICBG_03207	CDS	1239	amaB_2	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
MBKIICBG_03208	gene	1311	sdaC_2			
MBKIICBG_03208	CDS	1311	sdaC_2		COG0814	Serine transporter
MBKIICBG_03209	gene	1212	dpaL			
MBKIICBG_03209	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
MBKIICBG_03210	gene	465	lrp_1			
MBKIICBG_03210	CDS	465	lrp_1		COG1522	Leucine-responsive regulatory protein
MBKIICBG_03211	gene	1401	asnS			
MBKIICBG_03211	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
MBKIICBG_03212	gene	975	yedS			
MBKIICBG_03212	CDS	975	yedS		COG3203	Outer membrane protein YedS
MBKIICBG_03213	gene	1191	aspC			
MBKIICBG_03213	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
MBKIICBG_03214	gene	648	gloC			
MBKIICBG_03214	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
MBKIICBG_03215	gene	636				
MBKIICBG_03215	CDS	636				hypothetical protein
MBKIICBG_03216	gene	216				
MBKIICBG_03216	CDS	216				hypothetical protein
MBKIICBG_03217	gene	1791	ycbB			
MBKIICBG_03217	CDS	1791	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
MBKIICBG_03218	gene	4449	mukB			
MBKIICBG_03218	CDS	4449	mukB		COG3096	Chromosome partition protein MukB
MBKIICBG_03219	gene	705	mukE			
MBKIICBG_03219	CDS	705	mukE		COG3095	Chromosome partition protein MukE
MBKIICBG_03220	gene	1323	mukF			
MBKIICBG_03220	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
MBKIICBG_03221	gene	801	cmoM			
MBKIICBG_03221	CDS	801	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
MBKIICBG_03222	gene	780				
MBKIICBG_03222	CDS	780				hypothetical protein
MBKIICBG_03223	gene	894				
MBKIICBG_03223	CDS	894				hypothetical protein
MBKIICBG_03224	gene	747	kdsB			
MBKIICBG_03224	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
MBKIICBG_03225	gene	183				
MBKIICBG_03225	CDS	183				hypothetical protein
MBKIICBG_03226	gene	1230				
MBKIICBG_03226	CDS	1230				hypothetical protein
MBKIICBG_03227	gene	981	lpxK			
MBKIICBG_03227	CDS	981	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
MBKIICBG_03228	gene	1749	msbA_1			
MBKIICBG_03228	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MBKIICBG_03229	gene	2265				
MBKIICBG_03229	CDS	2265				hypothetical protein
MBKIICBG_03230	gene	288	ihfB			
MBKIICBG_03230	CDS	288	ihfB		COG0776	Integration host factor subunit beta
MBKIICBG_03231	gene	1674	rpsA			
MBKIICBG_03231	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
MBKIICBG_03232	gene	684	cmk			
MBKIICBG_03232	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
MBKIICBG_03233	gene	1284	aroA			
MBKIICBG_03233	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
MBKIICBG_03234	gene	1089	serC			
MBKIICBG_03234	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
MBKIICBG_03235	gene	693				
MBKIICBG_03235	CDS	693				hypothetical protein
MBKIICBG_03236	gene	1761	ycaO			
MBKIICBG_03236	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
MBKIICBG_03237	gene	858	focA			
MBKIICBG_03237	CDS	858	focA		COG2116	putative formate transporter 1
MBKIICBG_03238	gene	2283	pflB			
MBKIICBG_03238	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
MBKIICBG_03239	gene	741	pflA			
MBKIICBG_03239	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
MBKIICBG_03240	gene	1149	ycaD_2			
MBKIICBG_03240	CDS	1149	ycaD_2			putative MFS-type transporter YcaD
MBKIICBG_03241	gene	231	dmsC_2			
MBKIICBG_03241	CDS	231	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MBKIICBG_03242	gene	189				
MBKIICBG_03242	CDS	189				hypothetical protein
MBKIICBG_03243	gene	1200				
MBKIICBG_03243	CDS	1200				IS91 family transposase ISSbo1
MBKIICBG_03244	gene	627	dmsC_3			
MBKIICBG_03244	CDS	627	dmsC_3		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MBKIICBG_03245	gene	618	dmsB_2			
MBKIICBG_03245	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBKIICBG_03246	gene	2439	dmsA_1			
MBKIICBG_03246	CDS	2439	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
MBKIICBG_03247	gene	1293	serS			
MBKIICBG_03247	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MBKIICBG_03248	gene	1344	rarA			
MBKIICBG_03248	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
MBKIICBG_03249	gene	612	lolA			
MBKIICBG_03249	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
MBKIICBG_03250	gene	4254				
MBKIICBG_03250	CDS	4254				hypothetical protein
MBKIICBG_03251	gene	495	lrp_2			
MBKIICBG_03251	CDS	495	lrp_2		COG1522	Leucine-responsive regulatory protein
MBKIICBG_03252	gene	996	trxB			
MBKIICBG_03252	CDS	996	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MBKIICBG_03253	gene	1767	cydD			
MBKIICBG_03253	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
MBKIICBG_03254	gene	1722	msbA_2			
MBKIICBG_03254	CDS	1722	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MBKIICBG_03255	gene	702	aat			
MBKIICBG_03255	CDS	702	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
MBKIICBG_03256	gene	219	infA			
MBKIICBG_03256	CDS	219	infA		COG0361	Translation initiation factor IF-1
MBKIICBG_03257	gene	2280	clpA			
MBKIICBG_03257	CDS	2280	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
MBKIICBG_03258	gene	318	clpS			
MBKIICBG_03258	CDS	318	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
MBKIICBG_03259	gene	222	cspD			
MBKIICBG_03259	CDS	222	cspD		COG1278	Cold shock-like protein CspD
MBKIICBG_03260	gene	1941	macB			
MBKIICBG_03260	CDS	1941	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MBKIICBG_03261	gene	1116	macA			
MBKIICBG_03261	CDS	1116	macA		COG0845	Macrolide export protein MacA
MBKIICBG_03262	gene	1659				
MBKIICBG_03262	CDS	1659				hypothetical protein
MBKIICBG_03263	gene	696	aqpZ_1			
MBKIICBG_03263	CDS	696	aqpZ_1		COG0580	Aquaporin Z
MBKIICBG_03264	gene	900	lysO			
MBKIICBG_03264	CDS	900	lysO		COG2431	Lysine exporter LysO
MBKIICBG_03265	gene	1653	hcp			
MBKIICBG_03265	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
MBKIICBG_03266	gene	969	hcr			
MBKIICBG_03266	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
MBKIICBG_03267	gene	435				
MBKIICBG_03267	CDS	435				hypothetical protein
MBKIICBG_03268	gene	1719	poxB			
MBKIICBG_03268	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
MBKIICBG_03269	gene	1002	ltaE			
MBKIICBG_03269	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
MBKIICBG_03270	gene	1443				
MBKIICBG_03270	CDS	1443				hypothetical protein
MBKIICBG_03271	gene	1014	oleD			
MBKIICBG_03271	CDS	1014	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
MBKIICBG_03272	gene	831	amiD			
MBKIICBG_03272	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
MBKIICBG_03273	gene	1140				
MBKIICBG_03273	CDS	1140				hypothetical protein
MBKIICBG_03274	gene	165				
MBKIICBG_03274	CDS	165				hypothetical protein
MBKIICBG_03275	gene	516	ybjP			
MBKIICBG_03275	CDS	516	ybjP			putative lipoprotein YbjP
MBKIICBG_03276	gene	729	artP			
MBKIICBG_03276	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
MBKIICBG_03277	gene	753	artI			
MBKIICBG_03277	CDS	753	artI		COG0834	Putative ABC transporter arginine-binding protein 2
MBKIICBG_03278	gene	717	artQ_2			
MBKIICBG_03278	CDS	717	artQ_2		COG4215	Arginine ABC transporter permease protein ArtQ
MBKIICBG_03279	gene	669	artM_2			
MBKIICBG_03279	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
MBKIICBG_03280	gene	732	artJ_1			
MBKIICBG_03280	CDS	732	artJ_1		COG0834	ABC transporter arginine-binding protein 1
MBKIICBG_03281	gene	1473	sasA_2			
MBKIICBG_03281	CDS	1473	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
MBKIICBG_03282	gene	717	walR			
MBKIICBG_03282	CDS	717	walR		COG0745	Transcriptional regulatory protein WalR
MBKIICBG_03283	gene	1128	rlmC			
MBKIICBG_03283	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
MBKIICBG_03284	gene	489	ybjO			
MBKIICBG_03284	CDS	489	ybjO			Inner membrane protein YbjO
MBKIICBG_03285	gene	846	ydcV_3			
MBKIICBG_03285	CDS	846	ydcV_3			Inner membrane ABC transporter permease protein YdcV
MBKIICBG_03286	gene	954	potH			
MBKIICBG_03286	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
MBKIICBG_03287	gene	1167	potA_4			
MBKIICBG_03287	CDS	1167	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MBKIICBG_03288	gene	1113	potF			
MBKIICBG_03288	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
MBKIICBG_03289	gene	480	ybjN			
MBKIICBG_03289	CDS	480	ybjN			putative protein YbjN
MBKIICBG_03290	gene	903	rimK			
MBKIICBG_03290	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
MBKIICBG_03291	gene	330	nfsA			
MBKIICBG_03291	CDS	330	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
MBKIICBG_03292	gene	159				
MBKIICBG_03292	CDS	159				hypothetical protein
MBKIICBG_03293	gene	288				
MBKIICBG_03293	CDS	288				hypothetical protein
MBKIICBG_03294	gene	264	grxA			
MBKIICBG_03294	CDS	264	grxA		COG0695	Glutaredoxin 1
MBKIICBG_03295	gene	384	ybjM			
MBKIICBG_03295	CDS	384	ybjM			Inner membrane protein YbjM
MBKIICBG_03296	gene	1686	aspT_2			
MBKIICBG_03296	CDS	1686	aspT_2			Aspartate/alanine antiporter
MBKIICBG_03297	gene	219				
MBKIICBG_03297	CDS	219				hypothetical protein
MBKIICBG_03298	gene	1101				
MBKIICBG_03298	CDS	1101				hypothetical protein
MBKIICBG_03299	gene	486				
MBKIICBG_03299	CDS	486				hypothetical protein
MBKIICBG_03300	gene	2628				
MBKIICBG_03300	CDS	2628				hypothetical protein
MBKIICBG_03301	gene	300				
MBKIICBG_03301	CDS	300				hypothetical protein
MBKIICBG_03302	gene	516				
MBKIICBG_03302	CDS	516				hypothetical protein
MBKIICBG_03303	gene	1173	gpFI_2			
MBKIICBG_03303	CDS	1173	gpFI_2			Putative prophage major tail sheath protein
MBKIICBG_03304	gene	1077				
MBKIICBG_03304	CDS	1077				hypothetical protein
MBKIICBG_03305	gene	204				
MBKIICBG_03305	CDS	204				hypothetical protein
MBKIICBG_03306	gene	732				
MBKIICBG_03306	CDS	732				hypothetical protein
MBKIICBG_03307	gene	2952				
MBKIICBG_03307	CDS	2952				hypothetical protein
MBKIICBG_03308	gene	600				
MBKIICBG_03308	CDS	600				hypothetical protein
MBKIICBG_03309	gene	909				
MBKIICBG_03309	CDS	909				hypothetical protein
MBKIICBG_03310	gene	363				
MBKIICBG_03310	CDS	363				hypothetical protein
MBKIICBG_03311	gene	573				
MBKIICBG_03311	CDS	573				hypothetical protein
MBKIICBG_03312	gene	693				
MBKIICBG_03312	CDS	693				hypothetical protein
MBKIICBG_03313	gene	447				
MBKIICBG_03313	CDS	447				hypothetical protein
MBKIICBG_03314	gene	432				
MBKIICBG_03314	CDS	432				hypothetical protein
MBKIICBG_03315	gene	291				
MBKIICBG_03315	CDS	291				hypothetical protein
MBKIICBG_03316	gene	384				
MBKIICBG_03316	CDS	384				hypothetical protein
MBKIICBG_03317	gene	510				
MBKIICBG_03317	CDS	510				hypothetical protein
MBKIICBG_03318	gene	216				
MBKIICBG_03318	CDS	216				hypothetical protein
MBKIICBG_03319	gene	204				
MBKIICBG_03319	CDS	204				hypothetical protein
MBKIICBG_03320	gene	465				
MBKIICBG_03320	CDS	465				hypothetical protein
MBKIICBG_03321	gene	651				
MBKIICBG_03321	CDS	651				hypothetical protein
MBKIICBG_03322	gene	1059				
MBKIICBG_03322	CDS	1059				hypothetical protein
MBKIICBG_03323	gene	834				
MBKIICBG_03323	CDS	834				hypothetical protein
MBKIICBG_03324	gene	1767				
MBKIICBG_03324	CDS	1767				hypothetical protein
MBKIICBG_03325	gene	1026				
MBKIICBG_03325	CDS	1026				hypothetical protein
MBKIICBG_03326	gene	1743				
MBKIICBG_03326	CDS	1743				hypothetical protein
MBKIICBG_03327	gene	678				
MBKIICBG_03327	CDS	678				hypothetical protein
MBKIICBG_03328	gene	234				
MBKIICBG_03328	CDS	234				hypothetical protein
MBKIICBG_03329	gene	189				
MBKIICBG_03329	CDS	189				hypothetical protein
MBKIICBG_03330	gene	2415				
MBKIICBG_03330	CDS	2415				hypothetical protein
MBKIICBG_03331	gene	858	dam_3			
MBKIICBG_03331	CDS	858	dam_3	2.1.1.72	COG0338	DNA adenine methylase
MBKIICBG_03332	gene	228	ybiI_2			
MBKIICBG_03332	CDS	228	ybiI_2		COG1734	putative protein YbiI
MBKIICBG_03333	gene	234				
MBKIICBG_03333	CDS	234				hypothetical protein
MBKIICBG_03334	gene	342				
MBKIICBG_03334	CDS	342				hypothetical protein
MBKIICBG_03335	gene	201				
MBKIICBG_03335	CDS	201				hypothetical protein
MBKIICBG_03336	gene	510				
MBKIICBG_03336	CDS	510				hypothetical protein
MBKIICBG_03337	gene	222				
MBKIICBG_03337	CDS	222				hypothetical protein
MBKIICBG_03338	gene	936				
MBKIICBG_03338	CDS	936				hypothetical protein
MBKIICBG_03339	gene	945				
MBKIICBG_03339	CDS	945				hypothetical protein
MBKIICBG_03340	gene	1488				
MBKIICBG_03340	CDS	1488				hypothetical protein
MBKIICBG_03341	gene	1053	xerC_3			
MBKIICBG_03341	CDS	1053	xerC_3			Tyrosine recombinase XerC
MBKIICBG_03342	gene	564	rcdA			
MBKIICBG_03342	CDS	564	rcdA		COG3226	HTH-type transcriptional regulator RcdA
MBKIICBG_03343	gene	1203	ybjJ			
MBKIICBG_03343	CDS	1203	ybjJ			Inner membrane protein YbjJ
MBKIICBG_03344	gene	813	ybjI			
MBKIICBG_03344	CDS	813	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
MBKIICBG_03345	gene	1233	mdfA			
MBKIICBG_03345	CDS	1233	mdfA			Multidrug transporter MdfA
MBKIICBG_03346	gene	594	ybjG			
MBKIICBG_03346	CDS	594	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
MBKIICBG_03347	gene	759	deoR			
MBKIICBG_03347	CDS	759	deoR		COG1349	Deoxyribose operon repressor
MBKIICBG_03348	gene	1212	dacC			
MBKIICBG_03348	CDS	1212	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
MBKIICBG_03349	gene	627	gstB_3			
MBKIICBG_03349	CDS	627	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GstB
MBKIICBG_03350	gene	1110	yliI			
MBKIICBG_03350	CDS	1110	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
MBKIICBG_03351	gene	384				
