locus_tag	ftype	length_bp	gene	EC_number	COG	product
CGBLDEDM_02963	CDS	264				hypothetical protein
CGBLDEDM_02964	CDS	639	leuE		COG1280	Leucine efflux protein
CGBLDEDM_02965	CDS	915	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
CGBLDEDM_02966	CDS	1044	ansB	3.5.1.1		L-asparaginase
CGBLDEDM_02967	CDS	1209		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
CGBLDEDM_02968	CDS	1785				hypothetical protein
CGBLDEDM_02969	CDS	891	gltC_3			HTH-type transcriptional regulator GltC
CGBLDEDM_02970	CDS	1509	lpdC	4.1.1.59	COG0043	Gallate decarboxylase
CGBLDEDM_02971	CDS	687	pdeH_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
CGBLDEDM_02972	CDS	633				hypothetical protein
CGBLDEDM_02973	CDS	105				hypothetical protein
CGBLDEDM_02974	CDS	198				hypothetical protein
CGBLDEDM_02975	CDS	1011	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
CGBLDEDM_02976	CDS	1407	cydA_1	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
CGBLDEDM_02977	CDS	888				hypothetical protein
CGBLDEDM_02978	CDS	507	yciE_2		COG3685	Protein YciE
CGBLDEDM_02979	CDS	495	yciF		COG3685	Protein YciF
CGBLDEDM_02980	CDS	186				hypothetical protein
CGBLDEDM_02981	CDS	1194		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
CGBLDEDM_02982	CDS	180				hypothetical protein
CGBLDEDM_02983	CDS	324				hypothetical protein
CGBLDEDM_02984	CDS	393				hypothetical protein
CGBLDEDM_02985	CDS	714				hypothetical protein
CGBLDEDM_02986	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
CGBLDEDM_02987	CDS	651	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
CGBLDEDM_02988	CDS	459	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
CGBLDEDM_02989	CDS	1167	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
CGBLDEDM_02990	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
CGBLDEDM_02991	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
CGBLDEDM_02992	CDS	363				hypothetical protein
CGBLDEDM_02993	CDS	807				hypothetical protein
CGBLDEDM_02994	CDS	672	phoP_3			Virulence transcriptional regulatory protein PhoP
CGBLDEDM_02995	CDS	1467	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
CGBLDEDM_02996	CDS	1122	roxA_1	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
CGBLDEDM_02997	CDS	1233	pepT	3.4.11.4	COG2195	Peptidase T
CGBLDEDM_02998	CDS	1137	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
CGBLDEDM_02999	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
CGBLDEDM_03000	CDS	786	ydcV_2			Inner membrane ABC transporter permease protein YdcV
CGBLDEDM_03001	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
CGBLDEDM_03002	CDS	1725				hypothetical protein
CGBLDEDM_03003	CDS	1629	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
CGBLDEDM_03004	CDS	2007	tktA_2	2.2.1.1	COG0021	Transketolase 1
CGBLDEDM_03005	CDS	951	talB_1	2.2.1.2	COG0176	Transaldolase B
CGBLDEDM_03006	CDS	459	derI	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase
CGBLDEDM_03007	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
CGBLDEDM_03008	CDS	1020	kdgT			2-keto-3-deoxygluconate permease
CGBLDEDM_03009	CDS	1719				hypothetical protein
CGBLDEDM_03010	CDS	1008	pdxA2_2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
CGBLDEDM_03011	CDS	795	eryH	5.3.1.33		L-erythrulose-1-phosphate isomerase
CGBLDEDM_03012	CDS	963	sorC_1		COG2390	Sorbitol operon regulator
CGBLDEDM_03013	CDS	345				hypothetical protein
CGBLDEDM_03014	CDS	831	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
CGBLDEDM_03015	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
CGBLDEDM_03016	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
CGBLDEDM_03017	CDS	702	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
CGBLDEDM_03018	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
CGBLDEDM_03019	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
CGBLDEDM_03020	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
CGBLDEDM_03021	CDS	258	bhsA_1			Multiple stress resistance protein BhsA
CGBLDEDM_03022	CDS	636	comR			HTH-type transcriptional repressor ComR
CGBLDEDM_03023	CDS	2190	iutA			Ferric aerobactin receptor
CGBLDEDM_03024	CDS	540				hypothetical protein
CGBLDEDM_03025	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
CGBLDEDM_03026	CDS	543				hypothetical protein
CGBLDEDM_03027	CDS	1023	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
CGBLDEDM_03028	CDS	828	thiK	2.7.1.89	COG0510	Thiamine kinase
CGBLDEDM_03029	CDS	648	lpoB		COG3417	Penicillin-binding protein activator LpoB
CGBLDEDM_03030	CDS	375				hypothetical protein
CGBLDEDM_03031	CDS	357	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
CGBLDEDM_03032	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
CGBLDEDM_03033	CDS	795	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
CGBLDEDM_03034	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
CGBLDEDM_03035	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
CGBLDEDM_03036	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
CGBLDEDM_03037	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
CGBLDEDM_03038	CDS	1242	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
CGBLDEDM_03039	CDS	237	acpP			Acyl carrier protein
CGBLDEDM_03040	CDS	735	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CGBLDEDM_03041	CDS	930	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
CGBLDEDM_03042	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CGBLDEDM_03043	CDS	1161	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
CGBLDEDM_03044	CDS	174	rpmF		COG0333	50S ribosomal protein L32
CGBLDEDM_03045	CDS	522	yceD_1		COG1399	Large ribosomal RNA subunit accumulation protein YceD
CGBLDEDM_03046	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
CGBLDEDM_03047	CDS	996	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
CGBLDEDM_03048	misc_RNA	463				rne5
CGBLDEDM_03049	CDS	3234	rne	3.1.26.12	COG1530	Ribonuclease E
CGBLDEDM_03050	CDS	936	dmlR_17			HTH-type transcriptional regulator DmlR
CGBLDEDM_03051	CDS	1215	sotB_3			sugar efflux transporter
CGBLDEDM_03052	CDS	1536	murJ		COG0728	putative lipid II flippase MurJ
CGBLDEDM_03053	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
CGBLDEDM_03054	CDS	654				hypothetical protein
CGBLDEDM_03055	CDS	624	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
CGBLDEDM_03056	CDS	1209	mdtH_2			Multidrug resistance protein MdtH
CGBLDEDM_03057	CDS	561	yceB			putative lipoprotein YceB
CGBLDEDM_03058	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
CGBLDEDM_03059	CDS	252	dinI			DNA damage-inducible protein I
CGBLDEDM_03060	CDS	255	bssS			Biofilm regulator BssS
CGBLDEDM_03061	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
CGBLDEDM_03062	CDS	114				hypothetical protein
CGBLDEDM_03063	CDS	1065				hypothetical protein
CGBLDEDM_03064	CDS	921	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
CGBLDEDM_03065	CDS	1227	sbnD_1			Staphyloferrin B transporter
CGBLDEDM_03066	CDS	387				hypothetical protein
CGBLDEDM_03067	CDS	228				hypothetical protein
CGBLDEDM_03068	CDS	2529	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
CGBLDEDM_03069	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
CGBLDEDM_03070	CDS	1161	mdoC	2.1.-.-		Glucans biosynthesis protein C
CGBLDEDM_03071	CDS	594	betI_2			HTH-type transcriptional regulator BetI
CGBLDEDM_03072	CDS	528	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
CGBLDEDM_03073	CDS	483	ycdZ			Inner membrane protein YcdZ
CGBLDEDM_03074	CDS	555	ycdY		COG3381	Chaperone protein YcdY
CGBLDEDM_03075	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
CGBLDEDM_03076	CDS	939	ghrA_2	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
CGBLDEDM_03077	tRNA	88				tRNA-Ser(gga)
CGBLDEDM_03078	misc_RNA	139				RtT
CGBLDEDM_03079	CDS	864				hypothetical protein
CGBLDEDM_03080	CDS	447				hypothetical protein
CGBLDEDM_03081	CDS	906	dmlR_18			HTH-type transcriptional regulator DmlR
CGBLDEDM_03082	CDS	861				hypothetical protein
CGBLDEDM_03083	CDS	678	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
CGBLDEDM_03084	tRNA	88				tRNA-Ser(gga)
CGBLDEDM_03085	misc_RNA	139				RtT
CGBLDEDM_03086	CDS	789	phoH		COG1702	Protein PhoH
CGBLDEDM_03087	misc_RNA	194				Ysr251
CGBLDEDM_03088	CDS	1284	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
CGBLDEDM_03089	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
CGBLDEDM_03090	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
CGBLDEDM_03091	CDS	1218	nupC_2		COG1972	Nucleoside permease NupC
CGBLDEDM_03092	CDS	435				hypothetical protein
CGBLDEDM_03093	CDS	1509	putP		COG0591	Sodium/proline symporter
CGBLDEDM_03094	CDS	3963	putA		COG0506	Bifunctional protein PutA
CGBLDEDM_03095	CDS	396				hypothetical protein
CGBLDEDM_03096	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
CGBLDEDM_03097	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
CGBLDEDM_03098	CDS	711	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
CGBLDEDM_03099	CDS	393	rutC_2	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
CGBLDEDM_03100	CDS	804	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
CGBLDEDM_03101	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
CGBLDEDM_03102	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
CGBLDEDM_03103	CDS	1323	rutG		COG2233	Putative pyrimidine permease RutG
CGBLDEDM_03104	CDS	150				hypothetical protein
CGBLDEDM_03105	CDS	939				hypothetical protein
CGBLDEDM_03106	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
CGBLDEDM_03107	CDS	228	yccJ			putative protein YccJ
CGBLDEDM_03108	CDS	897				hypothetical protein
CGBLDEDM_03109	CDS	177				hypothetical protein
CGBLDEDM_03110	CDS	249				hypothetical protein
CGBLDEDM_03111	CDS	1155				hypothetical protein
CGBLDEDM_03112	CDS	1182	gpFI			Putative prophage major tail sheath protein
CGBLDEDM_03113	CDS	516				hypothetical protein
CGBLDEDM_03114	CDS	300				hypothetical protein
CGBLDEDM_03115	CDS	2922				hypothetical protein
CGBLDEDM_03116	CDS	489				hypothetical protein
CGBLDEDM_03117	CDS	1053				hypothetical protein
CGBLDEDM_03118	CDS	804				hypothetical protein
CGBLDEDM_03119	CDS	2280				hypothetical protein
CGBLDEDM_03120	CDS	603				hypothetical protein
CGBLDEDM_03121	CDS	900				hypothetical protein
CGBLDEDM_03122	CDS	366				hypothetical protein
CGBLDEDM_03123	CDS	585				hypothetical protein
CGBLDEDM_03124	CDS	642				hypothetical protein
CGBLDEDM_03125	CDS	459				hypothetical protein
CGBLDEDM_03126	CDS	396				hypothetical protein
CGBLDEDM_03127	CDS	552				hypothetical protein
CGBLDEDM_03128	CDS	282				hypothetical protein
CGBLDEDM_03129	CDS	201				hypothetical protein
CGBLDEDM_03130	CDS	498				hypothetical protein
CGBLDEDM_03131	CDS	921				hypothetical protein
CGBLDEDM_03132	CDS	1050				hypothetical protein
CGBLDEDM_03133	CDS	834				hypothetical protein
CGBLDEDM_03134	CDS	1722				hypothetical protein
CGBLDEDM_03135	CDS	1047				hypothetical protein
CGBLDEDM_03136	CDS	486				hypothetical protein
CGBLDEDM_03137	CDS	375				hypothetical protein
CGBLDEDM_03138	CDS	576				hypothetical protein
CGBLDEDM_03139	CDS	2640				hypothetical protein
CGBLDEDM_03140	CDS	330				hypothetical protein
CGBLDEDM_03141	CDS	162				hypothetical protein
CGBLDEDM_03142	CDS	153				hypothetical protein
CGBLDEDM_03143	CDS	174				hypothetical protein
CGBLDEDM_03144	CDS	969	dam_2	2.1.1.72	COG0338	DNA adenine methylase
CGBLDEDM_03145	CDS	579				hypothetical protein
CGBLDEDM_03146	CDS	225				hypothetical protein
CGBLDEDM_03147	CDS	273				hypothetical protein
CGBLDEDM_03148	CDS	387				hypothetical protein
CGBLDEDM_03149	CDS	264				hypothetical protein
CGBLDEDM_03150	CDS	117				hypothetical protein
CGBLDEDM_03151	CDS	333				hypothetical protein
CGBLDEDM_03152	CDS	303				hypothetical protein
CGBLDEDM_03153	CDS	1008	xerC_1			Tyrosine recombinase XerC
CGBLDEDM_03154	CDS	1248	agp_1	3.1.3.10		Glucose-1-phosphatase
CGBLDEDM_03155	CDS	450				hypothetical protein
CGBLDEDM_03156	CDS	789				hypothetical protein
CGBLDEDM_03157	CDS	222				hypothetical protein
CGBLDEDM_03158	CDS	123				hypothetical protein
CGBLDEDM_03159	CDS	1392	puuP		COG0531	Putrescine importer PuuP
CGBLDEDM_03160	CDS	192				hypothetical protein
CGBLDEDM_03161	CDS	1422	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
CGBLDEDM_03162	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
CGBLDEDM_03163	CDS	558	puuR			HTH-type transcriptional regulator PuuR
CGBLDEDM_03164	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
CGBLDEDM_03165	CDS	1281	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
CGBLDEDM_03166	CDS	942	dmlR_19			HTH-type transcriptional regulator DmlR
CGBLDEDM_03167	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
CGBLDEDM_03168	CDS	1608	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
CGBLDEDM_03169	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
CGBLDEDM_03170	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
CGBLDEDM_03171	CDS	966	yeaX_2	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
CGBLDEDM_03172	CDS	189				hypothetical protein
CGBLDEDM_03173	CDS	1146	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
CGBLDEDM_03174	tRNA	88				tRNA-Ser(tga)
CGBLDEDM_03175	CDS	1653	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
CGBLDEDM_03176	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
CGBLDEDM_03177	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
CGBLDEDM_03178	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
CGBLDEDM_03179	CDS	789	appY		COG2207	HTH-type transcriptional regulator AppY
CGBLDEDM_03180	CDS	555				hypothetical protein
CGBLDEDM_03181	CDS	1203	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
CGBLDEDM_03182	CDS	318	hspQ		COG3785	Heat shock protein HspQ
CGBLDEDM_03183	CDS	876				hypothetical protein
CGBLDEDM_03184	CDS	3135	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
CGBLDEDM_03185	CDS	1221	prsE			Type I secretion system membrane fusion protein PrsE
CGBLDEDM_03186	CDS	2148	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
CGBLDEDM_03187	CDS	1437				hypothetical protein
CGBLDEDM_03188	CDS	12459				hypothetical protein
CGBLDEDM_03189	CDS	414	yccU		COG1832	putative protein YccU
CGBLDEDM_03190	CDS	474	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
CGBLDEDM_03191	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
CGBLDEDM_03192	CDS	447	yccF		COG3304	Inner membrane protein YccF
CGBLDEDM_03193	CDS	2136	yccS		COG1289	Inner membrane protein YccS
CGBLDEDM_03194	CDS	597	sxy		COG3070	Protein Sxy
CGBLDEDM_03195	CDS	510	sulA		COG5404	Cell division inhibitor SulA
CGBLDEDM_03196	CDS	1071	ompA_4		COG2885	Outer membrane protein A
CGBLDEDM_03197	CDS	453	matP		COG3120	Macrodomain Ter protein
CGBLDEDM_03198	CDS	1758	lon_1	3.4.21.53		Lon protease
CGBLDEDM_03199	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
CGBLDEDM_03200	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
CGBLDEDM_03201	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
CGBLDEDM_03202	CDS	1269	pqiA		COG2995	Intermembrane transport protein PqiA
CGBLDEDM_03203	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
CGBLDEDM_03204	CDS	2106	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
CGBLDEDM_03205	CDS	1110	ycbX		COG0633	putative protein YcbX
CGBLDEDM_03206	CDS	543	zapC			Cell division protein ZapC
CGBLDEDM_03207	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
CGBLDEDM_03208	misc_RNA	74				PyrD_leader
CGBLDEDM_03209	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
CGBLDEDM_03210	CDS	963	ssuA_3			Putative aliphatic sulfonates-binding protein
CGBLDEDM_03211	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
CGBLDEDM_03212	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
CGBLDEDM_03213	CDS	774	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
CGBLDEDM_03214	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
CGBLDEDM_03215	CDS	1239	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
CGBLDEDM_03216	CDS	1167	hipO_3	3.5.1.32	COG1473	Hippurate hydrolase
CGBLDEDM_03217	CDS	1239	amaB_2	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
CGBLDEDM_03218	CDS	1290	sdaC_2		COG0814	Serine transporter
CGBLDEDM_03219	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
CGBLDEDM_03220	CDS	465	lrp_2		COG1522	Leucine-responsive regulatory protein
CGBLDEDM_03221	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
CGBLDEDM_03222	CDS	1080	yedS		COG3203	Outer membrane protein YedS
CGBLDEDM_03223	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
CGBLDEDM_03224	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
CGBLDEDM_03225	CDS	636				hypothetical protein
CGBLDEDM_03226	CDS	216				hypothetical protein
CGBLDEDM_03227	CDS	1734	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
CGBLDEDM_03228	CDS	4449	mukB		COG3096	Chromosome partition protein MukB
CGBLDEDM_03229	CDS	705	mukE		COG3095	Chromosome partition protein MukE
CGBLDEDM_03230	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
CGBLDEDM_03231	CDS	801	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
CGBLDEDM_03232	CDS	780				hypothetical protein
CGBLDEDM_03233	CDS	894				hypothetical protein
CGBLDEDM_03234	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
CGBLDEDM_03235	CDS	183				hypothetical protein
CGBLDEDM_03236	CDS	1230				hypothetical protein
CGBLDEDM_03237	CDS	981	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
CGBLDEDM_03238	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
CGBLDEDM_03239	CDS	2265				hypothetical protein
CGBLDEDM_03240	CDS	288	ihfB		COG0776	Integration host factor subunit beta
CGBLDEDM_03241	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
CGBLDEDM_03242	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
CGBLDEDM_03243	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
CGBLDEDM_03244	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
CGBLDEDM_03245	CDS	693				hypothetical protein
CGBLDEDM_03246	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
CGBLDEDM_03247	CDS	858	focA		COG2116	putative formate transporter 1
CGBLDEDM_03248	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
CGBLDEDM_03249	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
CGBLDEDM_03250	CDS	1149	ycaD_2			putative MFS-type transporter YcaD
CGBLDEDM_03251	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
CGBLDEDM_03252	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
CGBLDEDM_03253	CDS	2439	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
CGBLDEDM_03254	misc_RNA	135				STnc130
CGBLDEDM_03255	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
CGBLDEDM_03256	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
CGBLDEDM_03257	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
CGBLDEDM_03258	CDS	4275				hypothetical protein
CGBLDEDM_03259	CDS	495	lrp_3		COG1522	Leucine-responsive regulatory protein
CGBLDEDM_03260	CDS	996	trxB	1.8.1.9	COG0492	Thioredoxin reductase
CGBLDEDM_03261	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
CGBLDEDM_03262	CDS	1722	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
CGBLDEDM_03263	CDS	702	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
CGBLDEDM_03264	CDS	219	infA		COG0361	Translation initiation factor IF-1
CGBLDEDM_03265	CDS	2280	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
CGBLDEDM_03266	CDS	318	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
CGBLDEDM_03267	CDS	222	cspD		COG1278	Cold shock-like protein CspD
CGBLDEDM_03268	CDS	1941	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
CGBLDEDM_03269	CDS	1116	macA		COG0845	Macrolide export protein MacA
CGBLDEDM_03270	CDS	1659				hypothetical protein
CGBLDEDM_03271	CDS	696	aqpZ		COG0580	Aquaporin Z
CGBLDEDM_03272	CDS	900	lysO		COG2431	Lysine exporter LysO
CGBLDEDM_03273	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
CGBLDEDM_03274	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
CGBLDEDM_03275	CDS	435				hypothetical protein
CGBLDEDM_03276	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
CGBLDEDM_03277	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
CGBLDEDM_03278	CDS	1443				hypothetical protein
CGBLDEDM_03279	CDS	1014	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
CGBLDEDM_03280	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
CGBLDEDM_03281	CDS	1140				hypothetical protein
CGBLDEDM_03282	CDS	516	ybjP			putative lipoprotein YbjP
CGBLDEDM_03283	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
CGBLDEDM_03284	CDS	753	artI		COG0834	Putative ABC transporter arginine-binding protein 2
CGBLDEDM_03285	CDS	717	artQ_2		COG4215	Arginine ABC transporter permease protein ArtQ
CGBLDEDM_03286	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
CGBLDEDM_03287	CDS	732	artJ_1		COG0834	ABC transporter arginine-binding protein 1
CGBLDEDM_03288	CDS	1473	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
CGBLDEDM_03289	CDS	717	walR		COG0745	Transcriptional regulatory protein WalR
CGBLDEDM_03290	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
CGBLDEDM_03291	CDS	489	ybjO			Inner membrane protein YbjO
CGBLDEDM_03292	CDS	846	ydcV_3			Inner membrane ABC transporter permease protein YdcV
CGBLDEDM_03293	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
CGBLDEDM_03294	CDS	1167	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
CGBLDEDM_03295	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
CGBLDEDM_03296	CDS	480	ybjN			putative protein YbjN
CGBLDEDM_03297	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
CGBLDEDM_03298	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
CGBLDEDM_03299	CDS	288				hypothetical protein
