locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLJHALKC_02050	CDS	1275	sufD		COG0719	FeS cluster assembly protein SufD
PLJHALKC_02051	gene	615	sufS_1			
PLJHALKC_02051	CDS	615	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase
PLJHALKC_02052	gene	606	sufS_2			
PLJHALKC_02052	CDS	606	sufS_2	2.8.1.7	COG0520	Cysteine desulfurase
PLJHALKC_02053	gene	417	sufE			
PLJHALKC_02053	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
PLJHALKC_02054	gene	987	ynhG			
PLJHALKC_02054	CDS	987	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
PLJHALKC_02055	gene	237	lpp1			
PLJHALKC_02055	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
PLJHALKC_02056	gene	1413	pykF			
PLJHALKC_02056	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
PLJHALKC_02057	gene	213	fumD			
PLJHALKC_02057	CDS	213	fumD	4.2.1.2		Fumarase D
PLJHALKC_02058	gene	639	nicS			
PLJHALKC_02058	CDS	639	nicS			HTH-type transcriptional repressor NicS
PLJHALKC_02059	gene	1854				
PLJHALKC_02059	CDS	1854				hypothetical protein
PLJHALKC_02060	gene	1323	dgoT_2			
PLJHALKC_02060	CDS	1323	dgoT_2			D-galactonate transporter
PLJHALKC_02061	gene	837	ydiB_1			
PLJHALKC_02061	CDS	837	ydiB_1	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
PLJHALKC_02062	gene	744				
PLJHALKC_02062	CDS	744				hypothetical protein
PLJHALKC_02063	gene	750				
PLJHALKC_02063	CDS	750			COG1120	putative ABC transporter ATP-binding protein
PLJHALKC_02064	gene	1008				
PLJHALKC_02064	CDS	1008			COG0609	putative ABC transporter permease protein
PLJHALKC_02065	gene	1059				
PLJHALKC_02065	CDS	1059			COG0614	putative protein
PLJHALKC_02066	gene	813				
PLJHALKC_02066	CDS	813				hypothetical protein
PLJHALKC_02067	gene	1665	mhpA			
PLJHALKC_02067	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
PLJHALKC_02068	gene	945	mhpB			
PLJHALKC_02068	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
PLJHALKC_02069	gene	867	mhpC			
PLJHALKC_02069	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
PLJHALKC_02070	gene	807	mhpD			
PLJHALKC_02070	CDS	807	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
PLJHALKC_02071	gene	951	mhpF			
PLJHALKC_02071	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
PLJHALKC_02072	gene	1017	mhpE			
PLJHALKC_02072	CDS	1017	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
PLJHALKC_02073	gene	1197	mhpT			
PLJHALKC_02073	CDS	1197	mhpT			3-(3-hydroxy-phenyl)propionate transporter
PLJHALKC_02074	gene	726				
PLJHALKC_02074	CDS	726				hypothetical protein
PLJHALKC_02075	gene	1581	glpE_2			
PLJHALKC_02075	CDS	1581	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
PLJHALKC_02076	gene	603				
PLJHALKC_02076	CDS	603		1.13.11.-	COG5553	3-mercaptopropionate dioxygenase
PLJHALKC_02077	gene	894	gltC_2			
PLJHALKC_02077	CDS	894	gltC_2			HTH-type transcriptional regulator GltC
PLJHALKC_02078	gene	1086	msuD_2			
PLJHALKC_02078	CDS	1086	msuD_2	1.14.14.5	COG2141	Methanesulfonate monooxygenase
PLJHALKC_02079	gene	1152	ydbM			
PLJHALKC_02079	CDS	1152	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
PLJHALKC_02080	gene	963	ssuA_2			
PLJHALKC_02080	CDS	963	ssuA_2			Putative aliphatic sulfonates-binding protein
PLJHALKC_02081	gene	1038				
PLJHALKC_02081	CDS	1038				hypothetical protein
PLJHALKC_02082	gene	996				
PLJHALKC_02082	CDS	996				hypothetical protein
PLJHALKC_02083	gene	774	ssuB_1			
PLJHALKC_02083	CDS	774	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
PLJHALKC_02084	gene	2073	cntO			
PLJHALKC_02084	CDS	2073	cntO			Metal-pseudopaline receptor CntO
PLJHALKC_02085	gene	822	yusV			
PLJHALKC_02085	CDS	822	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
PLJHALKC_02086	gene	1014	yfiZ			
PLJHALKC_02086	CDS	1014	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
PLJHALKC_02087	gene	1053	feuC			
PLJHALKC_02087	CDS	1053	feuC		COG0609	Iron-uptake system permease protein FeuC
PLJHALKC_02088	gene	954				
PLJHALKC_02088	CDS	954				hypothetical protein
PLJHALKC_02089	gene	903				
PLJHALKC_02089	CDS	903				hypothetical protein
PLJHALKC_02090	gene	768	glnH_1			
PLJHALKC_02090	CDS	768	glnH_1		COG0834	Glutamine-binding periplasmic protein
PLJHALKC_02091	gene	765	artQ_1			
PLJHALKC_02091	CDS	765	artQ_1		COG0765	Arginine transport system permease protein ArtQ
PLJHALKC_02092	gene	723	glnQ_2			
PLJHALKC_02092	CDS	723	glnQ_2			Glutamine transport ATP-binding protein GlnQ
PLJHALKC_02093	gene	615				
PLJHALKC_02093	CDS	615				hypothetical protein
PLJHALKC_02094	gene	393				
PLJHALKC_02094	CDS	393				hypothetical protein
PLJHALKC_02095	gene	1233	mdtM_1			
PLJHALKC_02095	CDS	1233	mdtM_1			Multidrug resistance protein MdtM
PLJHALKC_02096	gene	435				
PLJHALKC_02096	CDS	435				hypothetical protein
PLJHALKC_02097	gene	1200	ycaD_1			
PLJHALKC_02097	CDS	1200	ycaD_1			putative MFS-type transporter YcaD
PLJHALKC_02098	gene	1158	hipO_1			
PLJHALKC_02098	CDS	1158	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
PLJHALKC_02099	gene	2151	fdhF_1			
PLJHALKC_02099	CDS	2151	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
PLJHALKC_02100	gene	1080	hcxB			
PLJHALKC_02100	CDS	1080	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
PLJHALKC_02101	gene	1089				
PLJHALKC_02101	CDS	1089				hypothetical protein
PLJHALKC_02102	gene	1770				
PLJHALKC_02102	CDS	1770				hypothetical protein
PLJHALKC_02103	gene	1071	potA_1			
PLJHALKC_02103	CDS	1071	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PLJHALKC_02104	gene	372				
PLJHALKC_02104	CDS	372				hypothetical protein
PLJHALKC_02105	gene	756				
PLJHALKC_02105	CDS	756		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
PLJHALKC_02106	gene	1785				
PLJHALKC_02106	CDS	1785		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
PLJHALKC_02107	gene	1341				
PLJHALKC_02107	CDS	1341		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
PLJHALKC_02108	gene	624	ccmA			
PLJHALKC_02108	CDS	624	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
PLJHALKC_02109	gene	660	ccmB			
PLJHALKC_02109	CDS	660	ccmB		COG2386	Heme exporter protein B
PLJHALKC_02110	gene	738	ccmC			
PLJHALKC_02110	CDS	738	ccmC		COG0755	Heme exporter protein C
PLJHALKC_02111	gene	231				
PLJHALKC_02111	CDS	231				hypothetical protein
PLJHALKC_02112	gene	459	ccmE			
PLJHALKC_02112	CDS	459	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
PLJHALKC_02113	gene	1953	ccmF			
PLJHALKC_02113	CDS	1953	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
PLJHALKC_02114	gene	555	dsbE			
PLJHALKC_02114	CDS	555	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
PLJHALKC_02115	gene	459				
PLJHALKC_02115	CDS	459				hypothetical protein
PLJHALKC_02116	gene	843				
PLJHALKC_02116	CDS	843				hypothetical protein
PLJHALKC_02117	gene	477				
PLJHALKC_02117	CDS	477				hypothetical protein
PLJHALKC_02118	gene	390				
PLJHALKC_02118	CDS	390				hypothetical protein
PLJHALKC_02119	gene	363				
PLJHALKC_02119	CDS	363				hypothetical protein
PLJHALKC_02120	gene	1038	ykfA			
PLJHALKC_02120	CDS	1038	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
PLJHALKC_02121	gene	936				
PLJHALKC_02121	CDS	936				hypothetical protein
PLJHALKC_02122	gene	1062	rstB_1			
PLJHALKC_02122	CDS	1062	rstB_1	2.7.13.3		Sensor protein RstB
PLJHALKC_02123	gene	738	phoP_2			
PLJHALKC_02123	CDS	738	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
PLJHALKC_02124	gene	981				
PLJHALKC_02124	CDS	981			COG3039	IS5 family transposase ISKpn26
PLJHALKC_02125	gene	3117	acrB_2			
PLJHALKC_02125	CDS	3117	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
PLJHALKC_02126	gene	537				
PLJHALKC_02126	CDS	537				hypothetical protein
PLJHALKC_02127	gene	642				
PLJHALKC_02127	CDS	642				hypothetical protein
PLJHALKC_02128	gene	771	budC			
PLJHALKC_02128	CDS	771	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
PLJHALKC_02129	gene	1680	budB			
PLJHALKC_02129	CDS	1680	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
PLJHALKC_02130	gene	780	budA			
PLJHALKC_02130	CDS	780	budA	4.1.1.5		Alpha-acetolactate decarboxylase
PLJHALKC_02131	gene	873	benM_1			
PLJHALKC_02131	CDS	873	benM_1			HTH-type transcriptional regulator BenM
PLJHALKC_02132	gene	771	bdhA			
PLJHALKC_02132	CDS	771	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
PLJHALKC_02133	gene	1392				
PLJHALKC_02133	CDS	1392				hypothetical protein
PLJHALKC_02134	gene	924	hbd			
PLJHALKC_02134	CDS	924	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
PLJHALKC_02135	gene	1182	thlA_2			
PLJHALKC_02135	CDS	1182	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
PLJHALKC_02136	gene	657	scoB			
PLJHALKC_02136	CDS	657	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
PLJHALKC_02137	gene	708	scoA			
PLJHALKC_02137	CDS	708	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
PLJHALKC_02138	gene	891	cynR_4			
PLJHALKC_02138	CDS	891	cynR_4			HTH-type transcriptional regulator CynR
PLJHALKC_02139	gene	141				
PLJHALKC_02139	CDS	141				hypothetical protein
PLJHALKC_02140	gene	909				
PLJHALKC_02140	CDS	909				hypothetical protein
PLJHALKC_02141	gene	279				
PLJHALKC_02141	CDS	279				hypothetical protein
PLJHALKC_02142	gene	1419				
PLJHALKC_02142	CDS	1419				hypothetical protein
PLJHALKC_02143	gene	816	ribX_1			
PLJHALKC_02143	CDS	816	ribX_1			Riboflavin transport system permease protein RibX
PLJHALKC_02144	gene	831	btuD_4			
PLJHALKC_02144	CDS	831	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLJHALKC_02145	gene	984				
PLJHALKC_02145	CDS	984				hypothetical protein
PLJHALKC_02146	gene	882	crnA			
PLJHALKC_02146	CDS	882	crnA	3.5.2.10		Creatinine amidohydrolase
PLJHALKC_02147	gene	480	rutC_1			
PLJHALKC_02147	CDS	480	rutC_1	1.-.-.-		Putative aminoacrylate peracid reductase RutC
PLJHALKC_02148	gene	1284	codAch2			
PLJHALKC_02148	CDS	1284	codAch2	3.5.4.11	COG0402	Pterin deaminase
PLJHALKC_02149	gene	969	yeaX_1			
PLJHALKC_02149	CDS	969	yeaX_1	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
PLJHALKC_02150	gene	900	hdfR_4			
PLJHALKC_02150	CDS	900	hdfR_4			HTH-type transcriptional regulator HdfR
PLJHALKC_02151	gene	990	ribY			
PLJHALKC_02151	CDS	990	ribY		COG0715	Riboflavin-binding protein RibY
PLJHALKC_02152	gene	1419				
PLJHALKC_02152	CDS	1419		3.5.4.11		Isoxanthopterin deaminase
PLJHALKC_02153	gene	990	vldW_2			
PLJHALKC_02153	CDS	990	vldW_2	1.14.11.52		Validamycin A dioxygenase
PLJHALKC_02154	gene	918	dmlR_9			
PLJHALKC_02154	CDS	918	dmlR_9			HTH-type transcriptional regulator DmlR
PLJHALKC_02155	gene	1533	stp			
PLJHALKC_02155	CDS	1533	stp			Multidrug resistance protein Stp
PLJHALKC_02156	gene	285				
PLJHALKC_02156	CDS	285				hypothetical protein
PLJHALKC_02157	gene	489				
PLJHALKC_02157	CDS	489				hypothetical protein
PLJHALKC_02158	gene	528				
PLJHALKC_02158	CDS	528				hypothetical protein
PLJHALKC_02159	gene	972	oppF_3			
PLJHALKC_02159	CDS	972	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
PLJHALKC_02160	gene	981	ddpD			
PLJHALKC_02160	CDS	981	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
PLJHALKC_02161	gene	948	gsiD_1			
PLJHALKC_02161	CDS	948	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
PLJHALKC_02162	gene	960	gsiC_1			
PLJHALKC_02162	CDS	960	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
PLJHALKC_02163	gene	1704	appA			
PLJHALKC_02163	CDS	1704	appA			Oligopeptide-binding protein AppA
PLJHALKC_02164	gene	684	cmlA			
PLJHALKC_02164	CDS	684	cmlA	2.3.1.28		Chloramphenicol acetyltransferase 2
PLJHALKC_02165	gene	384				
PLJHALKC_02165	CDS	384				hypothetical protein
PLJHALKC_02166	gene	771	glpR_2			
PLJHALKC_02166	CDS	771	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
PLJHALKC_02167	gene	630	rhtC_1			
PLJHALKC_02167	CDS	630	rhtC_1		COG1280	Threonine efflux protein
PLJHALKC_02168	gene	636	cynT			
PLJHALKC_02168	CDS	636	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
PLJHALKC_02169	gene	210				
PLJHALKC_02169	CDS	210				hypothetical protein
PLJHALKC_02170	gene	717				
PLJHALKC_02170	CDS	717				hypothetical protein
PLJHALKC_02171	gene	435				
PLJHALKC_02171	CDS	435				hypothetical protein
PLJHALKC_02172	gene	150				
PLJHALKC_02172	CDS	150				hypothetical protein
PLJHALKC_02173	gene	837				
PLJHALKC_02173	CDS	837				hypothetical protein
PLJHALKC_02174	gene	516				
PLJHALKC_02174	CDS	516				hypothetical protein
PLJHALKC_02175	gene	885	gcvA_3			
PLJHALKC_02175	CDS	885	gcvA_3			Glycine cleavage system transcriptional activator
PLJHALKC_02176	gene	77				
PLJHALKC_02176	tRNA	77				tRNA-Val(gac)
PLJHALKC_02177	gene	77				
PLJHALKC_02177	tRNA	77				tRNA-Val(gac)
PLJHALKC_02178	gene	77				
PLJHALKC_02178	tRNA	77				tRNA-Val(gac)
PLJHALKC_02179	gene	579				
PLJHALKC_02179	CDS	579		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
PLJHALKC_02180	gene	351	asr			
PLJHALKC_02180	CDS	351	asr			Acid shock protein
PLJHALKC_02181	gene	1374	mdtK			
PLJHALKC_02181	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
PLJHALKC_02182	gene	636	ribC			
PLJHALKC_02182	CDS	636	ribC	2.5.1.9	COG0307	Riboflavin synthase
PLJHALKC_02183	gene	1149	cfa			
PLJHALKC_02183	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
PLJHALKC_02184	gene	1236	ydhC			
PLJHALKC_02184	CDS	1236	ydhC			Inner membrane transport protein YdhC
PLJHALKC_02185	gene	1005	yahB			
PLJHALKC_02185	CDS	1005	yahB			putative HTH-type transcriptional regulator YahB
PLJHALKC_02186	gene	1026	purR_2			
PLJHALKC_02186	CDS	1026	purR_2		COG1609	HTH-type transcriptional repressor PurR
PLJHALKC_02187	gene	93				
PLJHALKC_02187	CDS	93				hypothetical protein
PLJHALKC_02188	gene	1167	ydhP_1			
PLJHALKC_02188	CDS	1167	ydhP_1		COG2814	Inner membrane transport protein YdhP
PLJHALKC_02189	gene	582	sodB			
PLJHALKC_02189	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
PLJHALKC_02190	gene	486	rhaS_4			
PLJHALKC_02190	CDS	486	rhaS_4			HTH-type transcriptional activator RhaS
PLJHALKC_02191	gene	873	mepH			
PLJHALKC_02191	CDS	873	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
PLJHALKC_02192	gene	348	grxD			
PLJHALKC_02192	CDS	348	grxD		COG0278	Glutaredoxin 4
PLJHALKC_02193	gene	648	rnt			
PLJHALKC_02193	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
PLJHALKC_02194	gene	408	gloA			
PLJHALKC_02194	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
PLJHALKC_02195	gene	1098	nemA			
PLJHALKC_02195	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
PLJHALKC_02196	gene	600	nemR			
PLJHALKC_02196	CDS	600	nemR			HTH-type transcriptional repressor NemR
PLJHALKC_02197	gene	240				
PLJHALKC_02197	CDS	240				hypothetical protein
PLJHALKC_02198	gene	897	ydhF			
PLJHALKC_02198	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
PLJHALKC_02199	gene	522	sodC			
PLJHALKC_02199	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
PLJHALKC_02200	gene	2025	aaeB_2			
PLJHALKC_02200	CDS	2025	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
PLJHALKC_02201	gene	897	aaeA_2			
PLJHALKC_02201	CDS	897	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
PLJHALKC_02202	gene	237				
PLJHALKC_02202	CDS	237				hypothetical protein
PLJHALKC_02203	gene	435	slyA_1			
PLJHALKC_02203	CDS	435	slyA_1		COG1846	Transcriptional regulator SlyA
PLJHALKC_02204	gene	1362				
PLJHALKC_02204	CDS	1362				hypothetical protein
PLJHALKC_02205	gene	468	slyB			
PLJHALKC_02205	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
PLJHALKC_02206	gene	1125	anmK			
PLJHALKC_02206	CDS	1125	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
PLJHALKC_02207	gene	360	mliC			
PLJHALKC_02207	CDS	360	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
PLJHALKC_02208	gene	663	pdxH			
PLJHALKC_02208	CDS	663	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
PLJHALKC_02209	gene	1275	tyrS			
PLJHALKC_02209	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
PLJHALKC_02210	gene	861	pdxY			
PLJHALKC_02210	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
PLJHALKC_02211	gene	606	gstA			
PLJHALKC_02211	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
PLJHALKC_02212	gene	1506	dtpA			
PLJHALKC_02212	CDS	1506	dtpA		COG3104	Dipeptide and tripeptide permease A
PLJHALKC_02213	gene	258				
PLJHALKC_02213	CDS	258				hypothetical protein
PLJHALKC_02214	gene	636	nth			
PLJHALKC_02214	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
PLJHALKC_02215	gene	699	rsxE			
PLJHALKC_02215	CDS	699	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
PLJHALKC_02216	gene	624	rsxG			
PLJHALKC_02216	CDS	624	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
PLJHALKC_02217	gene	1053	rsxD			
PLJHALKC_02217	CDS	1053	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
PLJHALKC_02218	gene	2262	rsxC_2			
PLJHALKC_02218	CDS	2262	rsxC_2	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
PLJHALKC_02219	gene	579	rsxB			
PLJHALKC_02219	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
PLJHALKC_02220	gene	582	rsxA			
PLJHALKC_02220	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
PLJHALKC_02221	gene	441	ydgK			
PLJHALKC_02221	CDS	441	ydgK			Inner membrane protein YdgK
PLJHALKC_02222	gene	216	ydgT			
PLJHALKC_02222	CDS	216	ydgT			Transcription modulator YdgT
PLJHALKC_02223	gene	1371	bglC			
PLJHALKC_02223	CDS	1371	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
PLJHALKC_02224	gene	1041	ydgJ_1			
PLJHALKC_02224	CDS	1041	ydgJ_1	1.-.-.-	COG0673	putative oxidoreductase YdgJ
PLJHALKC_02225	gene	1002	add			
PLJHALKC_02225	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
PLJHALKC_02226	gene	1218				
PLJHALKC_02226	CDS	1218				putative transporter
PLJHALKC_02227	gene	465				
PLJHALKC_02227	CDS	465				hypothetical protein
PLJHALKC_02228	gene	186				
PLJHALKC_02228	CDS	186				hypothetical protein
PLJHALKC_02229	gene	363				
PLJHALKC_02229	CDS	363				hypothetical protein
PLJHALKC_02230	gene	528	cybB			
PLJHALKC_02230	CDS	528	cybB		COG3038	Cytochrome b561
PLJHALKC_02231	gene	276	frmR			
PLJHALKC_02231	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
PLJHALKC_02232	gene	1119	frmA			
PLJHALKC_02232	CDS	1119	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
PLJHALKC_02233	gene	2373	quiA			
PLJHALKC_02233	CDS	2373	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
PLJHALKC_02234	gene	924	gbpR			
PLJHALKC_02234	CDS	924	gbpR			HTH-type transcriptional regulator GbpR
PLJHALKC_02235	gene	621	pcaG			
PLJHALKC_02235	CDS	621	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
PLJHALKC_02236	gene	741	pcaH			
PLJHALKC_02236	CDS	741	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
PLJHALKC_02237	gene	1344				
PLJHALKC_02237	CDS	1344			COG5383	putative protein
PLJHALKC_02238	gene	1506	pnbA			
PLJHALKC_02238	CDS	1506	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
PLJHALKC_02239	gene	1089	xylB_3			
PLJHALKC_02239	CDS	1089	xylB_3	1.1.1.90		Aryl-alcohol dehydrogenase
PLJHALKC_02240	gene	1845	mdoD			
PLJHALKC_02240	CDS	1845	mdoD		COG3131	Glucans biosynthesis protein D
PLJHALKC_02241	gene	579	rimL			
PLJHALKC_02241	CDS	579	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
PLJHALKC_02242	gene	981	glgC_2			
PLJHALKC_02242	CDS	981	glgC_2	2.7.7.27		Glucose-1-phosphate adenylyltransferase
PLJHALKC_02243	gene	1005	tehA			
PLJHALKC_02243	CDS	1005	tehA		COG1275	Tellurite resistance protein TehA
PLJHALKC_02244	gene	597	tehB			
PLJHALKC_02244	CDS	597	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
PLJHALKC_02245	gene	669				
PLJHALKC_02245	CDS	669				hypothetical protein
PLJHALKC_02246	gene	897				
PLJHALKC_02246	CDS	897				hypothetical protein
PLJHALKC_02247	gene	870	rhaR_1			
PLJHALKC_02247	CDS	870	rhaR_1			HTH-type transcriptional activator RhaR
PLJHALKC_02248	gene	1167	ydcO			
PLJHALKC_02248	CDS	1167	ydcO		COG3135	Inner membrane protein YdcO
PLJHALKC_02249	gene	570	sutR_1			
PLJHALKC_02249	CDS	570	sutR_1		COG1396	HTH-type transcriptional regulator SutR
PLJHALKC_02250	gene	1962	rlhA_2			
PLJHALKC_02250	CDS	1962	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
PLJHALKC_02251	gene	231				
PLJHALKC_02251	CDS	231				hypothetical protein
PLJHALKC_02252	gene	285				
PLJHALKC_02252	CDS	285				hypothetical protein
PLJHALKC_02253	gene	126				
PLJHALKC_02253	CDS	126				hypothetical protein
PLJHALKC_02254	gene	1011	cydB_1			
PLJHALKC_02254	CDS	1011	cydB_1	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
PLJHALKC_02255	gene	1398				
PLJHALKC_02255	CDS	1398				hypothetical protein
PLJHALKC_02256	gene	99				
PLJHALKC_02256	CDS	99				hypothetical protein
PLJHALKC_02257	gene	1413	lysN_2			
PLJHALKC_02257	CDS	1413	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
PLJHALKC_02258	gene	1146	ydcS			
PLJHALKC_02258	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
PLJHALKC_02259	gene	1014	potA_2			
PLJHALKC_02259	CDS	1014	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PLJHALKC_02260	gene	930	ydcU			
PLJHALKC_02260	CDS	930	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
PLJHALKC_02261	gene	807	ydcV_1			
PLJHALKC_02261	CDS	807	ydcV_1			Inner membrane ABC transporter permease protein YdcV
PLJHALKC_02262	gene	1428	prr			
PLJHALKC_02262	CDS	1428	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
PLJHALKC_02263	gene	123				
PLJHALKC_02263	CDS	123				hypothetical protein
PLJHALKC_02264	gene	93				
PLJHALKC_02264	CDS	93				hypothetical protein
PLJHALKC_02265	gene	174	ortT			
PLJHALKC_02265	CDS	174	ortT			Orphan toxin OrtT
PLJHALKC_02266	gene	750	menH_4			
PLJHALKC_02266	CDS	750	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PLJHALKC_02267	gene	1434	vdh			
PLJHALKC_02267	CDS	1434	vdh	1.2.1.67		Vanillin dehydrogenase
PLJHALKC_02268	gene	1599	dppA_2			
PLJHALKC_02268	CDS	1599	dppA_2		COG0747	Periplasmic dipeptide transport protein
PLJHALKC_02269	gene	234	ydcY			
PLJHALKC_02269	CDS	234	ydcY			putative protein YdcY
PLJHALKC_02270	gene	450	ydcZ			
PLJHALKC_02270	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
PLJHALKC_02271	gene	519	mnaT			
PLJHALKC_02271	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
PLJHALKC_02272	gene	582				
PLJHALKC_02272	CDS	582				hypothetical protein
PLJHALKC_02273	gene	1038	curA			
